ID or #		Start	End	Type	Contig
gene530		555882	556979	complete	NODE_22_length_75116_cov_9.737735:67409-68506
gene531		556979	558061	complete	NODE_22_length_75116_cov_9.737735:68506-69588
gene532		558110	559612	complete	NODE_22_length_75116_cov_9.737735:69637-71139
gene533		559711	560532	complete	NODE_22_length_75116_cov_9.737735:71238-72059
gene534		560883	562388	complete	NODE_22_length_75116_cov_9.737735:72410-73915
gene535		562407	563216	complete	NODE_22_length_75116_cov_9.737735:73934-74743
gene536		564320	565177	complete	NODE_16_length_96205_cov_11.645944:411-1268
gene537		565329	567242	complete	NODE_16_length_96205_cov_11.645944:1420-3333
gene538		567502	567663	complete	NODE_16_length_96205_cov_11.645944:3593-3754
gene539		567748	569688	complete	NODE_16_length_96205_cov_11.645944:3839-5779
gene540		569735	570748	complete	NODE_16_length_96205_cov_11.645944:5826-6839
gene541		570790	571674	complete	NODE_16_length_96205_cov_11.645944:6881-7765
gene542		571698	572597	complete	NODE_16_length_96205_cov_11.645944:7789-8688
gene543		572741	574051	complete	NODE_16_length_96205_cov_11.645944:8926-10236
gene544		574044	575117	complete	NODE_16_length_96205_cov_11.645944:10229-11302
gene545		575123	575947	complete	NODE_16_length_96205_cov_11.645944:11308-12132
gene546		575958	576845	complete	NODE_16_length_96205_cov_11.645944:12143-13030
gene547		576835	577719	complete	NODE_16_length_96205_cov_11.645944:13020-13904
gene548		577850	578869	complete	NODE_16_length_96205_cov_11.645944:14035-15054
gene549		578981	580450	complete	NODE_16_length_96205_cov_11.645944:15166-16635
gene550		580447	581127	complete	NODE_16_length_96205_cov_11.645944:16632-17312
gene565		594225	594491	complete	NODE_16_length_96205_cov_11.645944:64233-64499
gene566		594569	594724	complete	NODE_16_length_96205_cov_11.645944:64577-64732
gene567		594857	595336	complete	NODE_16_length_96205_cov_11.645944:64865-65344
gene568		595451	595678	complete	NODE_16_length_96205_cov_11.645944:65459-65686
gene569		595870	596085	complete	NODE_16_length_96205_cov_11.645944:65878-66093
gene570		596352	596699	complete	NODE_16_length_96205_cov_11.645944:66360-66707
gene571		596701	597375	complete	NODE_16_length_96205_cov_11.645944:66709-67383
gene572		597730	597912	complete	NODE_16_length_96205_cov_11.645944:67738-67920
gene573		598562	599431	complete	NODE_16_length_96205_cov_11.645944:68570-69439
gene574		599611	600249	complete	NODE_16_length_96205_cov_11.645944:69619-70257
gene575		600332	602011	complete	NODE_16_length_96205_cov_11.645944:70340-72019
gene576		602070	603509	complete	NODE_16_length_96205_cov_11.645944:72078-73517
gene577		603936	605255	complete	NODE_16_length_96205_cov_11.645944:73944-75263
gene578		605283	605396	complete	NODE_16_length_96205_cov_11.645944:75291-75404
gene579		605527	606909	complete	NODE_16_length_96205_cov_11.645944:75535-76917
gene580		607204	608085	complete	NODE_16_length_96205_cov_11.645944:77212-78093
gene581		608160	608711	complete	NODE_16_length_96205_cov_11.645944:78168-78719
gene582		608708	609232	complete	NODE_16_length_96205_cov_11.645944:78716-79240
gene583		609229	609714	complete	NODE_16_length_96205_cov_11.645944:79237-79722
gene584		609711	610931	complete	NODE_16_length_96205_cov_11.645944:79719-80939
gene585		610928	611650	complete	NODE_16_length_96205_cov_11.645944:80936-81658
gene586		611652	612911	complete	NODE_16_length_96205_cov_11.645944:81660-82919
gene587		612908	613627	complete	NODE_16_length_96205_cov_11.645944:82916-83635
gene588		613624	614058	complete	NODE_16_length_96205_cov_11.645944:83632-84066
gene589		614290	615018	complete	NODE_16_length_96205_cov_11.645944:84298-85026
gene590		615135	615668	complete	NODE_16_length_96205_cov_11.645944:85143-85676
gene591		615678	616025	complete	NODE_16_length_96205_cov_11.645944:85686-86033
gene592		616098	619247	complete	NODE_16_length_96205_cov_11.645944:86106-89255
gene593		619259	620521	complete	NODE_16_length_96205_cov_11.645944:89267-90529
gene594		620567	620911	complete	NODE_16_length_96205_cov_11.645944:90575-90919
gene595		620929	622314	complete	NODE_16_length_96205_cov_11.645944:90937-92322
gene596		622281	622421	complete	NODE_16_length_96205_cov_11.645944:92289-92429
gene597		622486	623169	complete	NODE_16_length_96205_cov_11.645944:92494-93177
gene598		623159	624592	complete	NODE_16_length_96205_cov_11.645944:93167-94600
gene601		625553	626674	complete	NODE_16_length_96205_cov_11.645944:94609-95730
gene603		629149	632047	partial	NODE_52_length_647_cov_29.101923:223-1,NODE_51_length_815_cov_61.103198:815-355,NODE_51_length_815_cov_61.103198:345-1
gene610		638462	639469	complete	NODE_29_length_49941_cov_9.629522:41693-40686
gene615		644446	645228	partial	NODE_29_length_49941_cov_9.629522:26898-26131
gene616		645315	646223	complete	NODE_29_length_49941_cov_9.629522:26044-25136
gene617		646217	646636	complete	NODE_29_length_49941_cov_9.629522:25142-24723
gene620		648627	649091	complete	NODE_29_length_49941_cov_9.629522:21980-21516
gene621		649098	650165	complete	NODE_29_length_49941_cov_9.629522:21509-20442
gene622		650155	651219	partial	NODE_29_length_49941_cov_9.629522:20452-19392
gene623		651216	651470	partial	NODE_29_length_49941_cov_9.629522:15587-15454
gene624		651467	652234	complete	NODE_29_length_49941_cov_9.629522:15457-14690
gene625		652244	653395	complete	NODE_29_length_49941_cov_9.629522:14680-13529
gene626		653493	653732	complete	NODE_29_length_49941_cov_9.629522:13431-13192
gene627		653758	654999	partial	NODE_29_length_49941_cov_9.629522:13127-12537
gene631		658080	659006	partial	NODE_29_length_49941_cov_9.629522:8837-8045,NODE_29_length_49941_cov_9.629522:8032-7899
gene632		659165	660535	complete	NODE_29_length_49941_cov_9.629522:7740-6370
gene633		660633	661178	complete	NODE_29_length_49941_cov_9.629522:6000-5455
gene634		661570	662526	complete	NODE_29_length_49941_cov_9.629522:5063-4107
gene635		662538	662741	complete	NODE_29_length_49941_cov_9.629522:4095-3892
gene636		662851	665001	complete	NODE_29_length_49941_cov_9.629522:3782-1632
gene637		665386	666009	complete	NODE_29_length_49941_cov_9.629522:1247-624
gene638		666137	666847	partial	NODE_29_length_49941_cov_9.629522:496-127,NODE_15_length_121110_cov_9.734285:126-479
gene639		666922	667434	complete	NODE_15_length_121110_cov_9.734285:554-1066
gene640		667454	669016	complete	NODE_15_length_121110_cov_9.734285:1086-2648
gene641		669242	670132	partial	NODE_15_length_121110_cov_9.734285:2874-3751
gene643		671522	672319	partial	NODE_15_length_121110_cov_9.734285:5311-6060
gene644		672330	673133	complete	NODE_15_length_121110_cov_9.734285:6071-6874
gene645		673242	673622	complete	NODE_15_length_121110_cov_9.734285:6983-7363
gene646		673632	674489	complete	NODE_15_length_121110_cov_9.734285:7373-8230
gene647		674491	675957	complete	NODE_15_length_121110_cov_9.734285:8232-9698
gene648		675954	676718	complete	NODE_15_length_121110_cov_9.734285:9695-10459
gene649		676715	677347	complete	NODE_15_length_121110_cov_9.734285:10456-11088
gene653		678356	678604	partial	NODE_15_length_121110_cov_9.734285:12762-12866
gene654		678641	679657	partial	NODE_15_length_121110_cov_9.734285:20831-21834
gene704		726508	727308	complete	NODE_15_length_121110_cov_9.734285:59485-60285
gene705		727422	728744	complete	NODE_15_length_121110_cov_9.734285:60399-61721
gene706		728797	730020	complete	NODE_15_length_121110_cov_9.734285:61774-62997
gene707		730123	730842	complete	NODE_15_length_121110_cov_9.734285:63100-63819
gene708		730923	731939	complete	NODE_15_length_121110_cov_9.734285:63899-64915
gene709		731939	732586	complete	NODE_15_length_121110_cov_9.734285:64915-65562
gene710		732691	733662	complete	NODE_15_length_121110_cov_9.734285:65667-66638
gene711		733672	735054	complete	NODE_15_length_121110_cov_9.734285:66648-68030
gene712		735076	736308	complete	NODE_15_length_121110_cov_9.734285:68052-69284
gene713		736401	738068	complete	NODE_15_length_121110_cov_9.734285:69542-71209
gene714		738297	740234	complete	NODE_15_length_121110_cov_9.734285:71438-73375
gene715		740323	740652	complete	NODE_15_length_121110_cov_9.734285:73464-73793
gene716		740639	741154	complete	NODE_15_length_121110_cov_9.734285:73780-74295
gene717		741268	741915	complete	NODE_15_length_121110_cov_9.734285:74409-75056
gene718		741912	742781	complete	NODE_15_length_121110_cov_9.734285:75053-75922
gene719		742991	743464	complete	NODE_15_length_121110_cov_9.734285:76132-76605
gene720		743477	744166	partial	NODE_15_length_121110_cov_9.734285:76618-77251
gene721		744166	745590	complete	NODE_15_length_121110_cov_9.734285:77307-78731
gene722		745651	747009	complete	NODE_15_length_121110_cov_9.734285:78792-80150
gene723		747072	747788	complete	NODE_15_length_121110_cov_9.734285:80213-80929
gene726		749468	751930	complete	NODE_15_length_121110_cov_9.734285:82610-85072
gene727		751932	752861	complete	NODE_15_length_121110_cov_9.734285:85074-86003
gene728		752865	754145	complete	NODE_15_length_121110_cov_9.734285:86007-87287
gene729		754461	754838	complete	NODE_15_length_121110_cov_9.734285:87601-87978
gene735		760518	761084	complete	NODE_15_length_121110_cov_9.734285:93653-94219
gene736		761173	761898	partial	NODE_15_length_121110_cov_9.734285:94308-94445
gene738		762716	764632	complete	NODE_15_length_121110_cov_9.734285:95876-97792
gene739		764720	765853	complete	NODE_15_length_121110_cov_9.734285:97880-99013
gene740		765983	767206	complete	NODE_15_length_121110_cov_9.734285:99141-100364
gene741		767261	768157	complete	NODE_15_length_121110_cov_9.734285:100419-101315
gene742		768167	768280	complete	NODE_15_length_121110_cov_9.734285:101325-101438
gene743		768277	768462	complete	NODE_15_length_121110_cov_9.734285:101435-101620
gene744		768921	769808	complete	NODE_15_length_121110_cov_9.734285:102079-102966
gene745		769816	772668	partial	NODE_15_length_121110_cov_9.734285:102974-105631
gene747		773284	773733	complete	NODE_15_length_121110_cov_9.734285:106444-106893
gene748		773735	774685	complete	NODE_15_length_121110_cov_9.734285:106895-107845
gene754		780164	781465	partial	NODE_8_length_247549_cov_9.773464:247069-247549,NODE_48_length_916_cov_7.365019:916-255
gene755		781481	783265	partial	NODE_48_length_916_cov_7.365019:239-15,NODE_10_length_222279_cov_9.401747:43-1544,NODE_33_length_41684_cov_11.359795:41679-41558
gene756		783281	783532	complete	NODE_10_length_222279_cov_9.401747:1560-1811
gene763		790187	791008	complete	NODE_10_length_222279_cov_9.401747:8475-9296
gene768		796026	796259	complete	NODE_10_length_222279_cov_9.401747:14313-14546
gene771		798956	799435	complete	NODE_10_length_222279_cov_9.401747:22795-23274
gene784		812326	812985	partial	NODE_10_length_222279_cov_9.401747:36170-36828
gene785		812998	815841	complete	NODE_10_length_222279_cov_9.401747:36841-39684
gene787		818625	819320	partial	NODE_10_length_222279_cov_9.401747:43029-43135
gene788		819458	820960	complete	NODE_10_length_222279_cov_9.401747:43273-44775
gene789		820971	822680	complete	NODE_10_length_222279_cov_9.401747:44786-46495
gene815		850346	850804	complete	NODE_10_length_222279_cov_9.401747:74176-74634
gene816		850807	851748	complete	NODE_10_length_222279_cov_9.401747:74637-75578
gene817		851901	852110	complete	NODE_10_length_222279_cov_9.401747:75731-75940
gene818		852126	853892	complete	NODE_10_length_222279_cov_9.401747:75956-77722
gene819		853879	855366	complete	NODE_10_length_222279_cov_9.401747:77709-79196
gene820		855363	856721	complete	NODE_10_length_222279_cov_9.401747:79193-80551
gene821		856715	857797	complete	NODE_10_length_222279_cov_9.401747:80545-81627
gene822		857800	859116	complete	NODE_10_length_222279_cov_9.401747:81630-82946
gene823		859116	860390	complete	NODE_10_length_222279_cov_9.401747:82946-84220
gene824		860387	861457	complete	NODE_10_length_222279_cov_9.401747:84217-85287
gene826		861520	862980	complete	NODE_10_length_222279_cov_9.401747:85351-86811
gene827		862973	863893	complete	NODE_10_length_222279_cov_9.401747:86804-87724
gene828		863862	864725	complete	NODE_10_length_222279_cov_9.401747:87693-88556
gene829		864722	865984	complete	NODE_10_length_222279_cov_9.401747:88553-89815
gene830		866047	867198	complete	NODE_10_length_222279_cov_9.401747:89878-91029
gene831		867380	867535	complete	NODE_10_length_222279_cov_9.401747:91211-91366
gene832		867512	868216	complete	NODE_10_length_222279_cov_9.401747:91343-92047
gene835		871863	872255	partial	NODE_10_length_222279_cov_9.401747:95694-95878
gene851		885735	886514	complete	NODE_10_length_222279_cov_9.401747:109451-110230
gene852		886651	889314	partial	NODE_10_length_222279_cov_9.401747:111817-113031
gene853		889329	891227	partial	NODE_10_length_222279_cov_9.401747:113046-113330
gene857		894171	895778	partial	NODE_10_length_222279_cov_9.401747:119362-119485
gene858		895871	895999	complete	NODE_10_length_222279_cov_9.401747:119578-119706
gene859		896288	898807	partial	NODE_10_length_222279_cov_9.401747:119995-122512
gene860		898994	899356	complete	NODE_10_length_222279_cov_9.401747:122702-123064
gene861		899429	900223	complete	NODE_10_length_222279_cov_9.401747:123222-124016
gene862		900248	901108	complete	NODE_10_length_222279_cov_9.401747:124041-124901
gene872		908487	910877	complete	NODE_10_length_222279_cov_9.401747:129833-132223
gene873		910958	911077	complete	NODE_10_length_222279_cov_9.401747:132303-132422
gene874		911082	911618	complete	NODE_10_length_222279_cov_9.401747:132427-132963
gene880		916129	916506	complete	NODE_10_length_222279_cov_9.401747:137473-137850
gene889		923197	925626	partial	NODE_10_length_222279_cov_9.401747:145147-145990,NODE_10_length_222279_cov_9.401747:145995-146964
gene902		936450	937292	partial	NODE_10_length_222279_cov_9.401747:158524-158694
gene903		937277	937414	complete	NODE_10_length_222279_cov_9.401747:158679-158816
gene904		937794	940907	complete	NODE_10_length_222279_cov_9.401747:159196-162309
gene911		944170	946722	partial	NODE_10_length_222279_cov_9.401747:164125-166523
gene926		963150	963536	complete	NODE_10_length_222279_cov_9.401747:183229-183615
gene927		963644	964468	complete	NODE_10_length_222279_cov_9.401747:183723-184547
gene928		964499	967102	partial	NODE_10_length_222279_cov_9.401747:184578-184844
gene930		968352	969062	complete	NODE_10_length_222279_cov_9.401747:188432-189142
gene931		969182	970033	complete	NODE_10_length_222279_cov_9.401747:189262-190113
gene932		970184	970909	complete	NODE_10_length_222279_cov_9.401747:190261-190986
gene933		971060	971617	complete	NODE_10_length_222279_cov_9.401747:191137-191694
gene934		971846	973048	complete	NODE_10_length_222279_cov_9.401747:191922-193124
gene935		973268	974044	complete	NODE_10_length_222279_cov_9.401747:193344-194120
gene936		974057	974914	complete	NODE_10_length_222279_cov_9.401747:194133-194990
gene937		974926	976278	complete	NODE_10_length_222279_cov_9.401747:195002-196354
gene938		976310	978739	complete	NODE_10_length_222279_cov_9.401747:196386-198815
gene939		978861	979346	complete	NODE_10_length_222279_cov_9.401747:198937-199422
gene940		979350	980375	complete	NODE_10_length_222279_cov_9.401747:199426-200451
gene941		980481	980936	complete	NODE_10_length_222279_cov_9.401747:200557-201012
gene942		980940	981728	complete	NODE_10_length_222279_cov_9.401747:201016-201804
gene943		981728	982879	complete	NODE_10_length_222279_cov_9.401747:201804-202955
gene944		982876	983475	complete	NODE_10_length_222279_cov_9.401747:202952-203551
gene945		983493	986975	partial	NODE_10_length_222279_cov_9.401747:203569-204512,NODE_10_length_222279_cov_9.401747:204523-207051
gene946		986988	987947	complete	NODE_10_length_222279_cov_9.401747:207064-208023
gene947		988024	990213	complete	NODE_10_length_222279_cov_9.401747:208101-210290
gene948		990260	990649	complete	NODE_10_length_222279_cov_9.401747:210337-210726
gene949		990703	992016	complete	NODE_10_length_222279_cov_9.401747:210780-212093
gene950		992030	992290	complete	NODE_10_length_222279_cov_9.401747:212106-212366
gene951		992674	993219	complete	NODE_10_length_222279_cov_9.401747:212750-213295
gene964		1003834	1003909	complete	NODE_53_length_534_cov_20.705160:484-409
gene965		1004081	1006979	partial	NODE_53_length_534_cov_20.705160:237-1
gene971		1010643	1011440	complete	NODE_25_length_69837_cov_10.709066:3435-4232
gene993		1030997	1031857	complete	NODE_25_length_69837_cov_10.709066:25266-26126
gene994		1032017	1033072	complete	NODE_25_length_69837_cov_10.709066:26286-27341
gene995		1033075	1033527	complete	NODE_25_length_69837_cov_10.709066:27344-27796
